Borough,Date,Event Type,Event Location,Level of Offense,Crime Description
Brooklyn,12/08/2023,Special Event,Brower Park (PS 289 - Playground Only),FELONY,"FORGERY,ETC.,UNCLASSIFIED-FELO"
Brooklyn,12/08/2023,Special Event,Brower Park (PS 289 - Playground Only),FELONY,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED"
Brooklyn,12/13/2023,Special Event,Greenstreet @ Bay 54 St & Cropsey,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Brooklyn,12/18/2023,Special Event,Underwood Park,FELONY,"MISCHIEF, CRIMINAL 3 & 2, OF M"
Brooklyn,12/18/2023,Special Event,Underwood Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Brooklyn,12/19/2023,Special Event,Bushwick Inlet Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Brooklyn,12/19/2023,Special Event,Bushwick Inlet Park,MISDEMEANOR,"CRIMINAL MISCHIEF,UNCLASSIFIED 4"
Brooklyn,12/21/2023,Special Event,Fort Greene Park,FELONY,"CONTROLLED SUBSTANCE, SALE 5"
Brooklyn,12/21/2023,Special Event,Fort Greene Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT"
Brooklyn,12/22/2023,Special Event,Bushwick Inlet Park,FELONY,UNAUTHORIZED USE VEHICLE 2
Brooklyn,12/23/2023,Special Event,Paerdegat Park,MISDEMEANOR,"MISCHIEF, CRIMINAL 4, BY FIRE"
Brooklyn,12/25/2023,Special Event,Herbert Von King Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION"
Brooklyn,12/26/2023,Special Event,Dyker Beach Park,MISDEMEANOR,"MISCHIEF, CRIMINAL 4, OF MOTOR"
Brooklyn,12/27/2023,Special Event,American Playground,FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD"
Brooklyn,12/28/2023,Sport - Youth,Dyker Beach Park,FELONY,CRIMINAL MIS 2 & 3
Brooklyn,12/28/2023,Sport - Youth,Dyker Beach Park,FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD"
Brooklyn,12/28/2023,Sport - Youth,Dyker Beach Park,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Brooklyn,12/29/2023,Special Event,Brower Park (PS 289 - Playground Only),FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Brooklyn,12/29/2023,Special Event,Brower Park (PS 289 - Playground Only),MISDEMEANOR,AGGRAVATED HARASSMENT 2
Brooklyn,12/29/2023,Special Event,Brower Park (PS 289 - Playground Only),MISDEMEANOR,"LARCENY,PETIT OF VEHICLE ACCES"
Brooklyn,12/30/2023,Special Event,Herbert Von King Park,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT"
Brooklyn,12/30/2023,Special Event,Herbert Von King Park,FELONY,"ROBBERY,RESIDENTIAL COMMON AREA"
Brooklyn,12/31/2023,Special Event,Coney Island Beach & Boardwalk,FELONY,CRIMINAL POSSESSION WEAPON
Brooklyn,12/31/2023,Special Event,Coney Island Beach & Boardwalk,MISDEMEANOR,"ADM.CODE,UNCLASSIFIED MISDEMEA"
Manhattan,02/03/2023,Sport - Adult,James J Walker Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Manhattan,02/10/2023,Sport - Adult,Riverside Park,MISDEMEANOR,ASSAULT 3
Manhattan,02/14/2023,Sport - Adult,Riverside Park,MISDEMEANOR,"THEFT OF SERVICES, UNCLASSIFIE"
Manhattan,04/14/2023,Special Event,Central Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED"
Manhattan,04/17/2023,Special Event,Central Park,FELONY,RAPE 1
Manhattan,05/18/2023,Special Event,Clement Clarke Moore Park,FELONY,"CONTROLLED SUBSTANCE,SALE 1"
Manhattan,05/25/2023,Special Event,East River Park,FELONY,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT"
Manhattan,06/23/2023,Sport - Adult,Columbus Park,FELONY,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED"
Manhattan,07/27/2023,Special Event,Carl Schurz Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Manhattan,08/17/2023,Special Event,Baruch Playground,MISDEMEANOR,PETIT LARCENY-CHECK FROM MAILB
Manhattan,09/01/2023,Special Event,Sara D. Roosevelt Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Manhattan,09/15/2023,Special Event,Bella Abzug Park,FELONY,RAPE 3
Manhattan,09/19/2023,Sport - Adult,Randall's Island Park,FELONY,"CONTROLLED SUBSTANCE,INTENT TO"
Manhattan,09/21/2023,Sport - Adult,Sara D. Roosevelt Park,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN"
Manhattan,09/28/2023,Special Event,Carl Schurz Park,FELONY,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED"
Manhattan,09/29/2023,Special Event,Central Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Manhattan,10/01/2023,Special Event,Chelsea Green Park,MISDEMEANOR,"SEXUAL ABUSE 3,2"
Manhattan,10/10/2023,Sport - Youth,Eugene McCabe Field,FELONY,"LARCENY,GRAND BY DISHONEST EMP"
Manhattan,10/11/2023,Special Event,Corporal John A. Seravalli Playground,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Manhattan,10/15/2023,Special Event,Happy Warrior Playground,FELONY,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED"
Manhattan,10/15/2023,Special Event,Happy Warrior Playground,FELONY,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED"
Manhattan,10/17/2023,Sport - Adult,Randall's Island Park,MISDEMEANOR,PETIT LARCENY-CHECK FROM MAILB
Manhattan,10/25/2023,Special Event,City Hall Park,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Manhattan,10/27/2023,Special Event,Central Park,FELONY,"CONTROLLED SUBSTANCE,SALE 3"
Manhattan,11/01/2023,Sport - Adult,Sara D. Roosevelt Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK"
Manhattan,11/08/2023,Sport - Adult,Chelsea Park,FELONY,"CONTROLLED SUBSTANCE,SALE 3"
Manhattan,11/09/2023,Sport - Youth,Morningside Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Manhattan,11/16/2023,Sport - Adult,Riverside Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Manhattan,11/19/2023,Special Event,Jackie Robinson Park,FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD"
Manhattan,11/20/2023,Special Event,Damrosch Park,FELONY,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Manhattan,11/22/2023,Special Event,Bowling Green,FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD"
Manhattan,11/22/2023,Special Event,Bowling Green,MISDEMEANOR,"LARCENY,PETIT BY FALSE PROMISE"
Manhattan,11/22/2023,Special Event,Bowling Green,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Manhattan,11/22/2023,Special Event,Bowling Green,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Manhattan,11/24/2023,Sport - Adult,Tanahey Playground,MISDEMEANOR,"LARCENY,PETIT BY CHECK USE"
Manhattan,11/25/2023,Sport - Youth,Highbridge Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Manhattan,11/27/2023,Special Event,Corporal John A. Seravalli Playground,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Manhattan,11/29/2023,Special Event,Carl Schurz Park,FELONY,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED"
Manhattan,11/29/2023,Special Event,Carl Schurz Park,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Manhattan,12/01/2023,Special Event,Montefiore SquarePark,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Manhattan,12/01/2023,Special Event,Montefiore SquarePark,MISDEMEANOR,"LARCENY,PETIT BY ACQUIRING LOS"
Manhattan,12/03/2023,Sport - Adult,Riverside Park,FELONY,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED"
Manhattan,12/05/2023,Special Event,Washington Square Park,FELONY,"CONTROLLED SUBSTANCE,SALE 2"
Manhattan,12/06/2023,Sport - Adult,Randall's Island Park,FELONY,"ARSON, MOTOR VEHICLE 1 2 3 & 4"
Manhattan,12/08/2023,Special Event,Bennett Park,FELONY,"LARCENY,GRAND BY EXTORTION"
Manhattan,12/08/2023,Special Event,Bennett Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT"
Manhattan,12/10/2023,Special Event,Corlears Hook Park,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN"
Manhattan,12/12/2023,Special Event,Bryant Park,FELONY,CRIMINAL CONTEMPT 1
Manhattan,12/12/2023,Special Event,Bryant Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Manhattan,12/12/2023,Special Event,Bryant Park,MISDEMEANOR,PETIT LARCENY-CHECK FROM MAILB
Manhattan,12/13/2023,Sport - Adult,James J Walker Park,MISDEMEANOR,OBSTR BREATH/CIRCUL
Manhattan,12/14/2023,Special Event,Bowling Green,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN"
Manhattan,12/15/2023,Special Event,St Catherine's Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Manhattan,12/15/2023,Special Event,St Catherine's Park,FELONY,"LARCENY,GRAND FROM PERSON,PICK"
Manhattan,12/15/2023,Special Event,St Catherine's Park,MISDEMEANOR,ASSAULT 3
Manhattan,12/16/2023,Special Event,Central Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Manhattan,12/16/2023,Special Event,Central Park,MISDEMEANOR,"LARCENY,PETIT OF BICYCLE"
Manhattan,12/19/2023,Special Event,Carl Schurz Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Manhattan,12/19/2023,Special Event,Carl Schurz Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Manhattan,12/20/2023,Sport - Adult,Harlem River Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED"
Manhattan,12/21/2023,Special Event,Dante Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Manhattan,12/23/2023,Special Event,Bowling Green,FELONY,"BURGLARY,RESIDENCE,UNKNOWN TIM"
Manhattan,12/23/2023,Special Event,Bowling Green,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Manhattan,12/26/2023,Sport - Youth,James J Walker Park,FELONY,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED"
Manhattan,12/27/2023,Special Event,Central Park,FELONY,"CONTROLLED SUBSTANCE, SALE 5"
Manhattan,12/27/2023,Special Event,Central Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Manhattan,12/27/2023,Special Event,Central Park,FELONY,"LARCENY,GRAND BY DISHONEST EMP"
Manhattan,12/27/2023,Special Event,Central Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT"
Manhattan,12/28/2023,Special Event,Battery Park,FELONY,"LARCENY,GRAND OF MOTORCYCLE"
Manhattan,12/29/2023,Special Event,Dante Park,FELONY,"ARSON, MOTOR VEHICLE 1 2 3 & 4"
Manhattan,12/29/2023,Special Event,Dante Park,FELONY,"ASSAULT 2,1,UNCLASSIFIED"
Manhattan,12/29/2023,Special Event,Dante Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Manhattan,12/29/2023,Special Event,Dante Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Manhattan,12/30/2023,Special Event,Damrosch Park,FELONY,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Manhattan,12/30/2023,Special Event,Damrosch Park,FELONY,"LARCENY,GRAND OF BICYCLE"
Manhattan,12/30/2023,Special Event,Damrosch Park,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN"
Manhattan,12/31/2023,Sport - Adult,St. Vartan Park,FELONY,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED"
Manhattan,12/31/2023,Sport - Adult,St. Vartan Park,FELONY,"ROBBERY,OPEN AREA UNCLASSIFIED"
Manhattan,12/31/2023,Sport - Adult,St. Vartan Park,FELONY,STRANGULATION 1ST
Manhattan,12/31/2023,Sport - Adult,St. Vartan Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Queens,02/05/2023,Special Event,Baisley Pond Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Queens,04/26/2023,Special Event,Playground Twenty One,FELONY,"BURGLARY,RESIDENCE,NIGHT"
Queens,05/24/2023,Special Event,Flushing Meadows Corona Park,FELONY,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT"
Queens,06/01/2023,Special Event,Frank Principe Park / Maurice Park,FELONY,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Queens,06/01/2023,Special Event,Frank Principe Park / Maurice Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Queens,06/11/2023,Sport - Youth,Flushing Fields,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Queens,06/15/2023,Special Event,Crocheron Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Queens,06/25/2023,Special Event,Marie Curie Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Queens,07/29/2023,Special Event,Astoria Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Queens,07/30/2023,Special Event,Macneil Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK"
Queens,08/15/2023,Special Event,Hunter's Point South Park,MISDEMEANOR,"FORGERY,ETC.-MISD."
Queens,08/20/2023,Special Event,Travers Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Queens,09/07/2023,Special Event,Rockaway Beach and Boardwalk,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Queens,09/11/2023,Sport - Youth,Alley Athletic Playground,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Queens,09/24/2023,Sport - Adult,Addabbo Park,FELONY,UNAUTHORIZED USE VEHICLE 2
Queens,09/24/2023,Sport - Adult,Addabbo Park,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Queens,09/25/2023,Sport - Adult,Flushing Meadows Corona Park,FELONY,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD"
Queens,09/27/2023,Sport - Adult,College Point Fields,MISDEMEANOR,ASSAULT 3
Queens,10/12/2023,Sport - Adult,Queensbridge Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Queens,10/13/2023,Special Event,Alley Pond Park,MISDEMEANOR,"LARCENY,PETIT BY CHECK USE"
Queens,10/17/2023,Sport - Youth,Addabbo Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Queens,10/18/2023,Special Event,Hinton Park,MISDEMEANOR,"LARCENY,PETIT BY CHECK USE"
Queens,10/19/2023,Special Event,Playground Ninety,FELONY,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED"
Queens,10/28/2023,Special Event,Rochdale Park,MISDEMEANOR,"SEXUAL ABUSE 3,2"
Queens,11/01/2023,Sport - Youth,Flushing Meadows Corona Park,FELONY,CRIMINAL CONTEMPT 1
Queens,11/01/2023,Sport - Youth,Flushing Meadows Corona Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Queens,11/03/2023,Sport - Youth,Juniper Valley Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Queens,11/04/2023,Special Event,Flushing Meadows Corona Park,FELONY,RAPE 2
Queens,11/10/2023,Sport - Adult,Corona Golf Playground,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Queens,11/13/2023,Sport - Adult,Dutch Kills Playground,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Queens,11/13/2023,Sport - Adult,Dutch Kills Playground,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Queens,11/14/2023,Sport - Adult,Astoria Park,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT"
Queens,11/14/2023,Sport - Adult,Astoria Park,MISDEMEANOR,"LARCENY,PETIT BY CHECK USE"
Queens,11/15/2023,Special Event,Travers Park,FELONY,"ARSON 2,3,4"
Queens,11/26/2023,Special Event,Athens Square,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Queens,11/27/2023,Special Event,Hunter's Point South Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Queens,11/29/2023,Special Event,Playground Twenty One,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Queens,12/04/2023,Special Event,Playground Ninety,FELONY,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Queens,12/07/2023,Special Event,Rockaway Beach and Boardwalk,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Queens,12/08/2023,Sport - Youth,Flushing Meadows Corona Park,MISDEMEANOR,"MISCHIEF, CRIMINAL 4, OF MOTOR"
Queens,12/09/2023,Sport - Adult,Murray Playground,MISDEMEANOR,"IMPERSONATION 2, PUBLIC SERVAN"
Queens,12/10/2023,Sport - Adult,Montbellier Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Queens,12/12/2023,Sport - Youth,College Point Fields,MISDEMEANOR,"FRAUD,UNCLASSIFIED-MISDEMEANOR"
Queens,12/13/2023,Sport - Youth,Astoria Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Queens,12/15/2023,Special Event,Playground Twenty One,FELONY,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT"
Queens,12/15/2023,Special Event,Playground Twenty One,FELONY,"LARCENY,GRAND OF AUTO"
Queens,12/16/2023,Sport - Adult,Astoria Park,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Queens,12/18/2023,Special Event,Athens Square,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Queens,12/21/2023,Special Event,Evergreen Park,MISDEMEANOR,"MISCHIEF, CRIMINAL 4, OF MOTOR"
Queens,12/21/2023,Special Event,Evergreen Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Queens,12/22/2023,Special Event,Rockaway Beach and Boardwalk,FELONY,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED"
Queens,12/25/2023,Special Event,Travers Park,FELONY,"LARCENY,GRAND OF AUTO"
Queens,12/26/2023,Sport - Youth,Astoria Park,MISDEMEANOR,"LARCENY,PETIT BY FALSE PROMISE"
Queens,12/26/2023,Sport - Youth,Astoria Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Queens,12/27/2023,Sport - Adult,Astoria Park,MISDEMEANOR,LEAVING SCENE-ACCIDENT-PERSONA
Queens,12/27/2023,Sport - Adult,Astoria Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Queens,12/28/2023,Sport - Adult,Astoria Park,MISDEMEANOR,"CONTEMPT,CRIMINAL"
Queens,12/28/2023,Sport - Adult,Astoria Park,MISDEMEANOR,"LARCENY, PETIT OF MOPED"
Queens,12/28/2023,Sport - Adult,Astoria Park,MISDEMEANOR,"LARCENY,PETIT BY DISHONEST EMP"
Queens,12/29/2023,Sport - Youth,Murray Playground,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Queens,12/30/2023,Sport - Adult,Flushing Meadows Corona Park,FELONY,"BURGLARY,RESIDENCE,NIGHT"
Queens,12/30/2023,Sport - Adult,Flushing Meadows Corona Park,FELONY,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED"
Queens,12/30/2023,Sport - Adult,Flushing Meadows Corona Park,FELONY,"MISCHIEF, CRIMINAL 3 & 2, OF M"
Queens,12/30/2023,Sport - Adult,Flushing Meadows Corona Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Queens,12/30/2023,Sport - Adult,Flushing Meadows Corona Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Queens,12/30/2023,Sport - Adult,Flushing Meadows Corona Park,MISDEMEANOR,"LARCENY,PETIT OF MOTORCYCLE"
Queens,12/30/2023,Sport - Adult,Flushing Meadows Corona Park,MISDEMEANOR,RECKLESS ENDANGERMENT OF PROPE
Queens,12/31/2023,Special Event,Cunningham Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Queens,12/31/2023,Special Event,Cunningham Park,MISDEMEANOR,OBSTR BREATH/CIRCUL
Queens,12/31/2023,Special Event,Cunningham Park,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN"
Staten Island,06/21/2023,Special Event,Lieutenant John H. Martinson Playground,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Staten Island,07/13/2023,Special Event,Conference House Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Staten Island,08/26/2023,Special Event,Faber Pool and Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Staten Island,11/02/2023,Special Event,Naples Playground,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Staten Island,12/04/2023,Sport - Youth,Bloomingdale Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Staten Island,12/26/2023,Special Event,Naples Playground,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Staten Island,12/27/2023,Sport - Youth,Freshkills Park,FELONY,"MISCHIEF, CRIMINAL 3 & 2, OF M"
Staten Island,12/31/2023,Special Event,Conference House Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Bronx,02/13/2023,Special Event,Soundview Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Bronx,05/08/2023,Sport - Youth,Bronx Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED"
Bronx,06/05/2023,Sport - Youth,Van Cortlandt Park,FELONY,UNAUTHORIZED USE VEHICLE 2
Bronx,06/30/2023,Special Event,Yolanda Garcia Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Bronx,07/18/2023,Special Event,Pontiac Playground,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Bronx,08/09/2023,Sport - Youth,Co-op City Field,FELONY,"FORGERY,ETC.,UNCLASSIFIED-FELO"
Bronx,08/29/2023,Sport - Adult,Randall Playground,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,09/16/2023,Special Event,Playground 174,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN"
Bronx,09/21/2023,Special Event,Hunts PointPlayground,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,10/04/2023,Sport - Adult,St. Mary's Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Bronx,10/05/2023,Special Event,St. Mary's Park,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT"
Bronx,10/08/2023,Sport - Adult,Pelham Bay Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,10/10/2023,Sport - Adult,Bufano Park,MISDEMEANOR,"CRIMINAL MISCHIEF,UNCLASSIFIED 4"
Bronx,10/22/2023,Special Event,Joyce Kilmer Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Bronx,10/27/2023,Sport - Youth,Vinmont Veteran Park,FELONY,"LARCENY,GRAND OF AUTO"
Bronx,11/01/2023,Sport - Youth,Bicentennial Veterans Memorial Park,MISDEMEANOR,PETIT LARCENY-CHECK FROM MAILB
Bronx,11/12/2023,Special Event,Bicentennial Veterans Memorial Park,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Bronx,11/18/2023,Sport - Adult,Soundview Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Bronx,11/27/2023,Sport - Youth,Field Of Dreams Park,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Bronx,11/29/2023,Sport - Adult,Van Cortlandt Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,12/01/2023,Sport - Youth,Seton Park,FELONY,"ASSAULT 2,1,UNCLASSIFIED"
Bronx,12/04/2023,Sport - Youth,Macombs Dam Park,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Bronx,12/05/2023,Sport - Youth,Seton Park,FELONY,"BURGLARY,RESIDENCE,UNKNOWN TIM"
Bronx,12/05/2023,Sport - Youth,Seton Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Bronx,12/09/2023,Sport - Youth,Crotona Park,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Bronx,12/11/2023,Special Event,Hunts PointPlayground,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED"
Bronx,12/16/2023,Sport - Youth,Parque De Los Ninos,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,12/18/2023,Sport - Adult,Van Cortlandt Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Bronx,12/19/2023,Special Event,Ferry Point Park,FELONY,RAPE 1
Bronx,12/20/2023,Sport - Youth,Field Of Dreams Park,FELONY,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD"
Bronx,12/22/2023,Special Event,Bell Tower Park,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Bronx,12/25/2023,Sport - Youth,Soundview Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Bronx,12/28/2023,Sport - Youth,Patterson Playground,FELONY,"BURGLARY,RESIDENCE,DAY"
Bronx,12/28/2023,Sport - Youth,Patterson Playground,FELONY,"LARCENY,GRAND OF AUTO"
Bronx,12/28/2023,Sport - Youth,Patterson Playground,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Bronx,12/28/2023,Sport - Youth,Patterson Playground,MISDEMEANOR,"SEXUAL MISCONDUCT,INTERCOURSE"
Bronx,12/30/2023,Sport - Youth,Crotona Park,FELONY,"ARSON, MOTOR VEHICLE 1 2 3 & 4"
Bronx,12/31/2023,Sport - Adult,Van Cortlandt Park,FELONY,CRIMINAL POSSESSION WEAPON
Bronx,12/31/2023,Sport - Adult,Van Cortlandt Park,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Bronx,12/31/2023,Sport - Adult,Van Cortlandt Park,MISDEMEANOR,"LARCENY,PETIT FROM AUTO"
Brooklyn,07/01/2023,Special Event,Sunset Park,FELONY,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT"
Brooklyn,07/15/2023,Special Event,Manhattan Beach Park,MISDEMEANOR,"FRAUD,UNCLASSIFIED-MISDEMEANOR"
Brooklyn,08/01/2023,Special Event,Brownsville Recreation Center Playground,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
